date,product,variety,origin_department,origin_province,market,market_city,min_price_per_kg,avg_price_per_kg,max_price_per_kg,volume_kg,source_x,is_synthetic_x,generated_at_x,is_outlier,temp_min_c,temp_max_c,temp_avg_c,precipitation_mm,humidity_avg,wind_speed_kmh,year,month,planted_area_ha,harvested_area_ha,production_tons,yield_tons_per_ha,distance_km,vehicle_type,max_capacity_kg,total_transport_cost,cost_per_kg,valid_from,valid_to,fuel_price_index,source_y,is_synthetic_y,generated_at_y,logistics_is_outlier,day_of_week,day_of_month,week_of_year,quarter,is_weekend,days_since_start,price_lag_1,price_lag_3,price_lag_7,price_lag_14,price_lag_30,price_rolling_mean_3,price_rolling_mean_7,price_rolling_mean_14,price_rolling_mean_30,price_rolling_std_7,price_rolling_std_14,price_change_1d,price_change_7d,volume_lag_1,volume_lag_7,volume_rolling_mean_7,volume_rolling_mean_14,volume_change_7d,temperature_rolling_mean_7,temperature_rolling_mean_14,precipitation_rolling_sum_7,precipitation_rolling_sum_14,humidity_rolling_mean_7,target_price_next_day,target_price_next_7_days
2024-08-05,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.43,5.94,6.39,31398.09,SYNTHETIC_GENERATOR,True,2026-06-30,False,20.36,31.99,26.65,0.0,56.12,11.91,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,5,32,3,0,217,6.01,6.46,6.22,6.45,6.86,6.166666666666667,6.242857142857142,6.352857142857144,6.292,0.16888993316302572,0.21755383317620466,-0.011647254575707033,-0.04501607717041789,28382.08,28701.09,27159.0,26530.62857142857,0.0939685565948889,25.695714285714285,25.372142857142858,0.18,3.47,62.97714285714286,5.94,5.914285714285714
2024-08-06,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.53,5.94,6.27,30082.2,SYNTHETIC_GENERATOR,True,2026-06-30,False,20.1,32.34,26.55,0.0,63.67,10.57,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,1,6,32,3,0,218,5.94,6.03,6.3,6.93,6.78,5.993333333333333,6.202857142857143,6.316428571428572,6.261333333333334,0.2045901826998182,0.24142548278144443,0.0,-0.05714285714285705,31398.09,28357.73,27544.285714285714,26725.321428571428,0.060811284965333945,25.804285714285715,25.49142857142857,0.18,3.47,62.26571428571429,6.2,5.9142857142857155
2024-08-07,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.95,6.2,6.53,29111.13,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.51,30.21,24.55,0.0,67.77,12.97,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,7,32,3,0,219,5.94,6.01,6.37,6.4,6.16,5.963333333333334,6.151428571428572,6.2457142857142856,6.233333333333333,0.22071312990913874,0.1866594713421972,0.04377104377104368,-0.026687598116169498,30082.2,27663.36,27790.63857142857,27134.495,0.0523352911576902,26.094285714285718,25.595,0.18,3.47,63.01571428571429,5.94,5.918571428571428
2024-08-08,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.61,5.94,6.29,29165.34,SYNTHETIC_GENERATOR,True,2026-06-30,False,19.45,31.22,25.27,0.0,64.12,11.65,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,8,32,3,0,220,6.2,5.94,6.31,6.31,6.46,6.026666666666667,6.127142857142857,6.231428571428572,6.234666666666667,0.20113961036341335,0.18152588892948235,-0.04193548387096768,-0.058637083993660744,29111.13,25155.22,27997.462857142855,27367.088571428572,0.1594150239989951,25.914285714285715,25.52285714285714,0.18,3.47,63.480000000000004,5.86,5.917142857142857
2024-08-09,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.55,5.86,6.24,29787.46,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.9,31.42,25.3,0.0,59.76,12.45,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,9,32,3,0,221,5.94,5.94,6.46,6.32,6.38,6.026666666666666,6.074285714285715,6.205,6.2173333333333325,0.1935507808351806,0.19559573693637317,-0.013468013468013518,-0.09287925696594423,29165.34,23747.17,28570.33714285714,27568.420000000002,0.25435830880058563,25.755714285714284,25.576428571428572,0.18,3.47,63.48571428571429,5.75,5.917142857142857
2024-08-10,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.26,5.75,6.07,30590.06,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.55,30.23,24.42,0.0,59.74,6.21,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,10,32,3,1,222,5.86,6.2,6.03,6.37,6.06,6.0,5.988571428571428,6.172142857142857,6.2,0.10838643387261729,0.21268172578646077,-0.018771331058020535,-0.046434494195688236,29787.46,28106.35,29433.235714285714,27818.72857142857,0.0883682868817901,25.784285714285712,25.60857142857143,0.0,3.47,62.465714285714284,5.9,5.960000000000001
2024-08-11,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.44,5.9,6.43,30883.22,SYNTHETIC_GENERATOR,True,2026-06-30,False,19.56,30.99,24.91,1.14,60.07,10.37,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,11,32,3,1,223,5.75,5.94,6.01,6.46,6.22,5.8500000000000005,5.948571428571428,6.127857142857144,6.189666666666667,0.1381338205544065,0.23198735281933594,0.026086956521739202,-0.01830282861896826,30590.06,28382.08,29788.051428571427,28309.55142857143,0.08812391480821691,25.520000000000003,25.588571428571424,0.0,3.47,62.13285714285714,5.81,5.914285714285714
2024-08-12,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.44,5.81,6.37,32056.23,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.47,30.35,24.4,0.0,59.66,8.09,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,12,33,3,0,224,5.9,5.86,5.94,6.22,6.02,5.836666666666667,5.932857142857143,6.0878571428571435,6.179,0.13622460444849016,0.21818053820801436,-0.015254237288135686,-0.021885521885522063,30883.22,31398.09,30145.35714285714,28652.178571428572,0.020961147636687327,25.37857142857143,25.537142857142857,1.14,1.3199999999999998,61.607142857142854,5.94,5.901428571428572
2024-08-13,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.5,5.94,6.3,29297.62,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.61,29.82,23.79,0.0,56.77,8.76,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,1,13,33,3,0,225,5.81,5.75,5.94,6.3,6.17,5.82,5.914285714285714,6.058571428571428,6.172,0.14374249462810115,0.22643923086496548,0.0223752151462997,0.0,32056.23,30082.2,30239.37714285714,28891.83142857143,-0.026081204167248462,25.057142857142857,25.430714285714284,1.14,1.3199999999999998,62.11285714285714,6.23,5.89
2024-08-14,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.72,6.23,6.8,29468.18,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.79,30.73,24.54,0.0,60.56,7.62,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,14,33,3,0,226,5.94,5.9,6.2,6.37,6.34,5.883333333333334,5.914285714285714,6.032857142857144,6.164333333333333,0.14374249462810115,0.21716454489725454,0.04882154882154888,0.004838709677419395,29297.62,29111.13,30127.294285714284,28958.96642857143,0.012265068377627308,24.662857142857145,25.37857142857143,1.14,1.3199999999999998,61.127142857142864,5.93,5.854285714285715
2024-08-15,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.53,5.93,6.42,29818.11,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.92,30.75,24.8,0.0,58.57,10.44,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,15,33,3,0,227,6.23,5.81,5.94,6.31,5.81,5.993333333333333,5.918571428571428,6.022857142857142,6.160666666666667,0.1537778236535555,0.20322131064160898,-0.04815409309791341,-0.0016835016835018424,29468.18,29165.34,30178.301428571427,29087.882142857143,0.022381703762068383,24.66142857142857,25.287857142857145,1.14,1.3199999999999998,60.097142857142856,5.86,5.8342857142857145
2024-08-16,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.63,5.86,6.31,27394.1,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.67,30.72,24.32,1.98,56.46,10.49,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,16,33,3,0,228,5.93,5.94,5.86,6.46,6.16,6.033333333333334,5.917142857142857,5.9957142857142856,6.164666666666666,0.15359191446974402,0.186618256412298,-0.011804384485666009,0.0,29818.11,29787.46,30271.554285714286,29420.945714285714,-0.08034790478946507,24.594285714285714,25.175,1.14,1.3199999999999998,59.30428571428571,6.05,5.817142857142857
2024-08-17,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.63,6.05,6.61,26246.32,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.3,29.97,23.8,0.0,57.96,9.19,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,17,33,3,1,229,5.86,6.23,5.75,6.03,6.08,6.006666666666667,5.917142857142857,5.952857142857143,6.1546666666666665,0.15359191446974402,0.13297938367848425,0.03242320819112621,0.05217391304347818,27394.1,30590.06,29929.645714285718,29681.440714285716,-0.14199841386384993,24.454285714285714,25.119285714285716,3.12,3.12,58.832857142857144,5.58,5.78
2024-08-18,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.31,5.58,6.07,29048.15,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.23,30.2,23.6,0.0,58.14,5.93,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,18,33,3,1,230,6.05,5.93,5.9,6.01,6.13,5.946666666666666,5.96,5.954285714285715,6.153666666666667,0.1404753833713866,0.13397555952278598,-0.07768595041322313,-0.05423728813559325,26246.32,30883.22,29309.111428571432,29548.58142857143,-0.05941964600841487,24.365714285714287,24.942857142857143,3.12,3.12,58.57857142857143,5.72,5.817142857142857
2024-08-19,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.42,5.72,6.19,29861.07,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.03,29.83,23.77,0.0,61.2,8.48,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,19,34,3,0,231,5.58,5.86,5.81,5.94,6.15,5.829999999999999,5.9142857142857155,5.923571428571428,6.1353333333333335,0.20189577697889022,0.16574341350675906,0.02508960573476693,-0.015490533562822706,29048.15,32056.23,29046.95857142857,29596.157857142858,-0.06847842057534526,24.178571428571427,24.77857142857143,1.98,3.12,58.30285714285714,5.86,5.7942857142857145
2024-08-20,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.34,5.86,6.29,29113.42,SYNTHETIC_GENERATOR,True,2026-06-30,False,19.4,31.1,25.65,0.0,62.24,7.29,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,1,20,34,3,0,232,5.72,6.05,5.94,5.94,6.04,5.783333333333334,5.901428571428572,5.907857142857142,6.121,0.21224424385039084,0.17427558068178,0.02447552447552459,-0.013468013468013518,29861.07,29297.62,28733.364285714284,29486.370714285713,-0.006287200120692393,24.08857142857143,24.572857142857142,1.98,3.12,58.52285714285715,5.98,5.802857142857143
2024-08-21,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.5,5.98,6.28,26696.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.29,30.64,24.11,0.0,65.84,7.95,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,21,34,3,0,233,5.86,5.58,6.23,6.2,6.45,5.72,5.890000000000001,5.902142857142857,6.114999999999999,0.21197484127447422,0.1744520463723775,0.020477815699658786,-0.0401284109149278,29113.42,29468.18,28707.05,29417.17214285714,-0.09407231800538751,24.354285714285712,24.50857142857143,1.98,3.12,59.30428571428571,5.79,5.808571428571428
2024-08-22,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.56,5.79,6.22,26673.35,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.95,28.36,22.2,0.0,66.2,10.26,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,22,34,3,0,234,5.98,5.72,5.93,5.94,6.93,5.853333333333334,5.854285714285714,5.886428571428572,6.099333333333334,0.15977662979477592,0.15430275648650776,-0.03177257525083621,-0.023608768971332128,26696.04,29818.11,28311.03,29244.665714285715,-0.10546476621086986,24.292857142857144,24.477142857142855,1.98,3.12,60.058571428571426,5.74,5.795714285714285
2024-08-23,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.23,5.74,6.19,27002.39,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.36,30.63,24.61,0.0,60.7,9.94,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,23,34,3,0,235,5.79,5.86,5.86,5.86,6.4,5.876666666666668,5.8342857142857145,5.875714285714286,6.061333333333334,0.15746503769168474,0.155499902830239,-0.008635578583765069,-0.020477815699658675,26673.35,27394.1,27861.778571428575,29066.66642857143,-0.014299064397078176,23.92142857142857,24.257857142857144,1.98,3.12,61.14857142857143,5.79,5.785714285714285
2024-08-24,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.31,5.79,6.26,25500.19,SYNTHETIC_GENERATOR,True,2026-06-30,False,19.14,31.32,25.1,0.0,66.83,10.88,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,24,34,3,1,236,5.74,5.98,6.05,5.75,6.31,5.836666666666667,5.817142857142857,5.867142857142857,6.039333333333333,0.16069788276083552,0.15968375339681617,0.008710801393728262,-0.04297520661157017,27002.39,26246.32,27805.82,28867.73285714286,-0.028427985332800998,23.962857142857143,24.208571428571425,0.0,3.12,61.75428571428572,5.84,5.874285714285714
2024-08-25,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.6,5.84,6.23,25335.35,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.11,29.83,24.07,0.0,61.64,11.46,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,25,34,3,1,237,5.79,5.79,5.58,5.9,6.32,5.773333333333333,5.78,5.87,6.022,0.12369316876855406,0.15777296248819617,0.008635578583765069,0.04659498207885293,25500.19,29048.15,27699.23,28504.170714285716,-0.12781536862072118,24.148571428571426,24.25714285714286,0.0,3.12,63.021428571428565,5.56,5.948571428571428
2024-08-26,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.28,5.56,5.94,28743.82,SYNTHETIC_GENERATOR,True,2026-06-30,False,19.26,31.2,25.1,0.0,63.94,11.18,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,26,35,3,0,238,5.84,5.74,5.72,5.81,6.37,5.79,5.817142857142857,5.865714285714285,6.006,0.08731442906997253,0.15771026432202057,-0.047945205479452135,-0.027972027972028024,25335.35,29861.07,27168.829999999998,28107.894285714287,-0.03741493523172479,24.215714285714284,24.197142857142858,0.0,1.98,63.521428571428565,5.92,6.028571428571428
2024-08-28,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.65,5.92,6.25,26460.19,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.3,29.38,23.27,0.0,61.22,9.84,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,28,35,3,0,240,5.56,5.79,5.86,5.94,6.46,5.7299999999999995,5.7942857142857145,5.847857142857143,5.979,0.12830395458406857,0.17742511189136864,0.06474820143884896,0.010238907849829282,28743.82,29113.42,27009.222857142853,27871.29357142857,-0.09113426042010864,24.405714285714282,24.247142857142858,0.0,1.98,63.91285714285714,6.02,6.031428571428572
2024-08-29,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.54,6.02,6.5,24488.18,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.02,29.89,23.88,0.0,59.69,12.52,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,29,35,3,0,241,5.92,5.84,5.98,6.23,6.22,5.773333333333333,5.8028571428571425,5.846428571428571,5.961,0.13524228699072663,0.17670519311757546,0.016891891891891886,0.006688963210702115,26460.19,26696.04,26630.19,27668.62,-0.08270365192740203,24.065714285714286,24.21,0.0,1.98,63.76714285714286,5.7,6.045714285714285
2024-08-30,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.31,5.7,6.2,25417.47,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.21,30.17,23.86,0.0,58.81,7.25,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,30,35,3,0,242,6.02,5.56,5.79,5.93,6.3,5.833333333333333,5.808571428571429,5.831428571428572,5.954333333333334,0.1445024303635,0.1482646875773598,-0.0531561461794019,-0.015544041450777146,24488.18,26673.35,26314.781428571423,27312.905714285713,-0.0470836996477757,24.032857142857143,24.162857142857142,0.0,1.98,62.888571428571424,5.67,6.088571428571428
2024-08-31,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.28,5.67,5.98,26491.62,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.93,29.92,23.65,2.72,66.91,10.33,2024,8,763.28,687.52,10580.93,15.39,500.0,Truck,10000.0,4700.0,0.47,2024-08-01,2024-08-31,1.04,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,31,35,3,1,243,5.7,5.92,5.74,5.86,6.37,5.88,5.795714285714285,5.8149999999999995,5.934333333333333,0.15031712508973816,0.1492416728768198,-0.0052631578947368585,-0.012195121951219523,25417.47,27002.39,26135.370000000003,26998.574285714287,-0.01891573301474425,24.270000000000003,24.095714285714287,0.0,1.98,61.832857142857144,6.41,6.114285714285715
2024-09-01,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.95,6.41,6.92,20028.18,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.72,29.55,23.64,0.0,66.12,6.67,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,1,35,3,1,244,5.67,6.02,5.79,6.05,6.31,5.796666666666667,5.785714285714286,5.801428571428572,5.9110000000000005,0.156828690280969,0.15341533083840966,0.13051146384479728,0.10708117443868748,26491.62,25500.19,26062.402857142857,26934.11142857143,-0.2145870285672381,24.132857142857144,24.04785714285714,2.72,2.72,62.71999999999999,6.36,6.078571428571428
2024-09-02,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,6.03,6.36,6.95,21033.89,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.36,29.74,23.43,0.0,60.56,9.21,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,2,36,3,0,245,6.41,5.7,5.84,5.58,6.46,5.926666666666667,5.8742857142857146,5.827142857142857,5.914333333333333,0.2835405404792111,0.21577868189520988,-0.007800312012480437,0.08904109589041109,20028.18,25335.35,25280.687142857143,26489.95857142857,-0.16978095822635164,23.924285714285713,24.03642857142857,2.72,2.72,62.618571428571435,6.12,6.025714285714286
2024-09-03,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.71,6.12,6.68,21304.65,SYNTHETIC_GENERATOR,True,2026-06-30,False,16.71,29.44,22.91,1.69,62.86,10.34,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,1,3,36,3,0,246,6.36,5.67,5.56,5.72,6.03,6.146666666666667,5.948571428571428,5.882857142857143,5.911,0.336275114126747,0.2456836167928856,-0.037735849056603765,0.1007194244604317,21033.89,28743.82,24666.192857142854,25917.511428571426,-0.2588093718928103,23.832857142857144,24.024285714285714,2.72,2.72,62.464285714285715,5.94,5.957142857142857
2024-09-04,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.44,5.94,6.26,22991.69,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.58,30.2,23.73,0.0,62.27,9.59,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,4,36,3,0,247,6.12,6.41,5.92,5.86,6.01,6.296666666666667,6.028571428571428,5.911428571428572,5.914000000000001,0.2921431482126914,0.24852974262052924,-0.02941176470588236,0.0033783783783785104,21304.65,26460.19,23603.454285714288,25306.338571428572,-0.13108371481837433,23.520000000000003,23.962857142857143,4.41,4.41,62.309999999999995,6.12,5.971428571428571
2024-09-05,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.64,6.12,6.56,21709.87,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.62,30.64,24.76,0.4,61.36,9.77,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,5,36,3,0,248,5.94,6.36,6.02,5.98,5.94,6.140000000000001,6.031428571428571,5.917142857142857,5.911666666666666,0.290999918180325,0.24817576189306292,0.030303030303030276,0.01661129568106312,22991.69,24488.18,23107.954285714284,24869.072142857145,-0.11345514448195015,23.585714285714285,23.825714285714287,4.41,4.41,62.46,6.0,5.974285714285714
2024-09-06,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.53,6.0,6.49,20879.39,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.34,30.42,24.43,0.59,60.94,8.87,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,6,36,3,0,249,6.12,6.12,5.7,5.79,5.94,6.06,6.045714285714285,5.927142857142857,5.917666666666666,0.29279441836991144,0.25366327078441664,-0.019607843137254943,0.05263157894736836,21709.87,25417.47,22711.052857142862,24512.91714285714,-0.17854176674547084,23.711428571428574,23.872142857142858,4.8100000000000005,4.8100000000000005,62.69857142857143,5.85,5.958571428571429
2024-09-07,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.52,5.85,6.18,23270.64,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.62,28.68,23.1,0.0,65.69,10.05,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,7,36,3,1,250,6.0,5.94,5.67,5.74,6.2,6.02,6.088571428571429,5.942142857142857,5.919666666666667,0.2530104458600248,0.25112603551658846,-0.025000000000000022,0.03174603174603163,20879.39,26491.62,22062.755714285715,24099.062857142857,-0.12158486343983488,23.79285714285714,24.03142857142857,5.4,5.4,63.00285714285714,6.16,5.941428571428571
2024-09-08,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.77,6.16,6.7,22183.78,SYNTHETIC_GENERATOR,True,2026-06-30,False,18.11,29.48,23.73,0.0,60.76,11.03,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,8,36,3,1,251,5.85,6.12,6.41,5.79,5.94,5.989999999999999,6.114285714285715,5.95,5.908,0.20863501966010875,0.24598311386695904,0.052991452991453025,-0.03900156006240252,23270.64,20028.18,21602.615714285716,23832.509285714284,0.1076283516525216,23.714285714285715,23.923571428571428,2.6799999999999997,5.4,62.828571428571436,5.99,5.901428571428572
2024-09-09,Palta,Hass,La Libertad,Viru,Mercado Mayorista de Frutas,Lima,5.68,5.99,6.37,22533.1,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.71,29.82,23.99,0.0,69.2,9.84,2024,9,707.16,583.95,7538.79,12.91,500.0,Truck,10000.0,5000.0,0.5,2024-09-01,2024-09-30,1.095,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,9,37,3,0,252,6.16,6.0,6.36,5.84,5.86,6.003333333333333,6.078571428571428,5.976428571428571,5.915333333333334,0.16677615451343328,0.24734302381220316,-0.02759740259740262,-0.05817610062893086,22183.78,21033.89,21910.558571428573,23595.622857142855,0.07127592661176796,23.72714285714286,23.825714285714287,2.6799999999999997,5.4,62.06285714285715,5.64,5.871428571428572
